10,235,94,3
8,370,51,1
5,265,45,1
9,191,25,2
9,138,89,1
3,105,78,1
10,219,100,1
2,209,55,2
8,189,42,1
3,214,26,2
10,485,67,3
9,45,26,3
2,372,44,3
9,289,80,3
8,131,95,1
4,407,39,1
2,434,42,1
6,155,66,3
1,380,66,1
5,354,39,3
4,444,69,2
10,338,4,3
8,154,45,1
10,64,83,3
9,327,75,1
9,160,75,1
4,19,59,1
2,167,80,1
7,484,20,3
9,418,20,1
4,201,50,1
8,34,24,1
7,256,47,3
3,413,85,2
10,390,62,2
6,264,4,1
5,510,64,3
1,376,46,2
7,244,76,3
10,80,90,3
10,301,35,2
6,18,54,2
8,104,35,2
3,466,92,3
2,294,59,1
3,355,45,2
6,218,29,2
10,317,88,2
3,506,33,2
6,204,3,3
9,379,2,2
4,422,74,3
5,183,8,1
8,439,37,3
5,389,47,1
1,376,27,2
7,89,99,2
8,410,66,1
7,31,97,3
7,129,7,3
2,247,1,1
6,344,69,1
2,96,74,1
1,66,27,1
7,58,41,3
6,13,92,1
1,519,11,2
9,169,26,2
1,212,82,1
8,476,46,2
2,346,5,1
3,152,34,3
3,234,45,1
8,433,89,2
10,282,48,1
3,129,90,1
8,494,4,3
5,329,34,1
5,305,97,3
5,62,53,2
9,253,8,2
6,283,94,2
3,84,19,2
1,301,74,1
3,255,42,1
1,355,81,1
8,342,70,2
1,308,18,1
5,393,53,1
4,199,21,1
1,133,81,1
7,397,45,2
5,200,14,1
1,107,54,3
2,207,79,3
9,445,42,2
10,229,41,3
9,471,69,2
1,314,71,3
4,403,55,2
9,523,1,1
4,35,42,2
8,228,98,2
3,152,32,2
4,88,49,3
10,417,35,1
7,384,38,1
7,242,79,2
9,231,93,1
9,99,7,1
6,494,4,2
6,490,64,2
4,168,68,3
7,380,54,3
4,169,60,1
8,398,17,1
1,386,87,1
7,438,83,1
1,327,60,1
7,414,47,3
4,480,97,3
7,41,73,2
8,297,26,3
5,8,66,2
4,501,10,3
7,32,35,2
4,459,56,2
6,220,19,3
2,512,84,3
10,144,57,1
10,269,9,2
3,155,94,1
5,61,86,1
7,25,21,1
7,157,75,1
7,417,36,2
7,468,13,3
5,279,33,3
6,223,82,1
2,152,2,1
10,44,43,2
5,458,99,3
2,373,85,3
5,511,63,3
2,326,54,2
10,132,79,2
9,395,36,2
8,444,63,3
2,302,63,3
6,474,69,3
1,340,98,3
5,422,99,1
3,146,65,1
2,472,91,2
2,344,7,2
5,167,63,3
1,90,37,2
8,69,76,3
9,429,88,3
3,303,74,2
4,417,86,2
9,177,74,3
2,220,58,1
6,324,89,1
1,161,49,3
9,246,94,1
3,151,3,3
7,139,38,2
9,440,42,2
7,57,4,1
6,98,12,2
10,178,98,1
4,84,89,2
9,113,45,3
5,224,41,3
4,349,27,3
9,127,43,2
5,485,50,1
6,39,75,3
6,253,49,2
9,399,77,3
9,164,8,2
2,504,86,3
7,102,9,1
3,91,85,3
10,525,38,1
3,153,37,3
3,179,99,2
2,317,84,2
8,403,65,1
6,108,63,1
6,241,35,1
8,327,5,3
1,27,6,1
4,190,62,1
5,31,45,1
2,322,22,3
7,98,63,3
7,89,18,2
3,496,33,1
2,349,70,3
7,499,94,1
5,196,86,2
8,133,12,2
10,503,87,2
2,134,98,3
2,258,65,3
5,397,91,1
6,441,53,3
2,344,52,2
9,382,39,3
8,333,45,2
4,419,22,3
3,72,15,1
2,496,76,3
4,331,42,3
8,482,20,1
10,498,64,2
2,148,11,2
4,277,26,3
4,446,39,1
10,475,92,1
5,65,75,1
1,512,68,3
6,13,22,3
2,423,19,1
9,161,14,1
5,248,64,2
7,67,67,3
2,133,6,3
6,32,38,1
4,83,1,1
2,181,20,2
1,46,47,2
6,471,24,1
7,140,16,2
1,299,75,1
8,32,10,2
1,466,49,1
1,13,69,1
6,446,50,2
9,125,99,1
1,325,90,2
1,233,14,1
4,331,81,1
4,79,86,1
3,220,54,1
6,44,28,2
6,169,82,3
9,162,46,3
4,66,92,1
1,475,59,3
6,341,79,1
7,398,93,2
4,88,16,1
10,158,11,1
2,284,25,2
3,155,97,2
9,243,28,1
4,387,87,2
10,335,23,2
8,390,8,1
5,48,32,3
6,203,96,2
6,262,89,3
10,103,100,3
10,435,58,2
5,130,43,3
2,30,14,1
7,392,6,2
5,52,17,2
3,34,4,2
7,513,58,3
1,170,3,2
9,422,72,1
5,391,14,1
2,422,16,2
3,228,51,2
8,49,38,2
2,168,57,1
3,522,50,2
8,391,58,1
7,516,77,2
7,227,79,1
10,130,37,2
2,3,85,2
5,400,82,2
2,97,69,1
9,339,52,1
7,463,39,2
9,355,11,3
1,524,96,1
7,184,74,1
10,515,21,2
4,41,51,1
1,355,58,2
6,8,58,2
4,178,86,2
2,456,98,3
1,200,65,3
3,524,55,1
3,45,8,1
2,326,36,2
6,304,82,3
5,523,34,2
5,469,21,3
9,511,95,1
3,348,53,3
7,54,87,1
4,430,18,2
6,310,44,2
7,352,14,2
