1924,395,9,116
407,444,8,71
1690,302,2,110
1863,474,6,52
508,340,1,106
1204,422,5,29
152,146,3,20
1202,472,2,93
714,344,2,12
906,167,5,25
1660,90,1,24
521,69,8,74
1744,429,9,56
1737,303,3,10
278,417,4,81
1069,177,9,10
233,220,2,30
273,324,6,39
1420,161,1,54
1495,246,9,95
512,151,3,98
1942,139,7,38
1139,440,9,53
1678,57,7,69
991,98,6,38
212,178,10,98
1189,84,4,69
1014,113,9,119
48,224,5,106
672,349,4,114
1658,127,9,93
746,485,5,20
172,39,6,27
3,253,6,44
27,399,9,66
879,164,9,77
797,504,2,60
37,102,7,120
1250,91,3,40
18,525,10,103
1701,153,3,49
1490,179,3,113
508,317,2,60
1652,403,8,23
230,108,6,97
1312,241,6,32
450,327,8,21
1686,27,1,72
934,190,4,78
283,31,5,25
1544,322,2,32
684,98,7,118
1877,89,7,90
1598,496,3,32
1272,349,2,115
347,499,7,31
86,196,5,11
1390,133,8,48
281,503,10,117
702,134,2,94
280,258,2,75
1259,397,5,66
822,441,6,96
658,344,2,22
1978,382,9,94
87,333,8,104
1931,419,4,66
714,72,3,22
854,496,2,37
1056,331,4,53
1453,482,8,72
1747,498,10,43
1055,148,2,50
238,277,4,21
240,446,4,93
553,475,10,72
69,65,5,83
252,512,1,109
792,13,6,82
665,423,2,35
1490,161,9,40
1880,248,5,97
1198,67,7,114
1980,133,2,71
1673,32,6,79
750,83,4,112
187,181,2,52
1406,46,1,89
1155,471,6,98
525,140,7,36
429,299,1,26
1574,32,8,95
834,466,1,73
1558,13,1,117
73,446,6,15
1451,125,9,17
1781,325,1,28
752,233,1,83
1309,331,4,50
1483,79,4,48
1098,220,3,108
1819,44,6,67
1879,169,6,102
1158,162,9,87
1762,66,4,25
1317,475,1,115
1725,341,6,43
1704,398,7,57
1527,88,4,24
1551,158,10,78
1522,284,2,86
619,155,3,77
1068,243,9,68
279,387,4,92
1134,335,10,92
1469,390,8,110
1899,48,5,21
932,203,6,24
738,262,6,12
1838,103,10,20
1093,435,10,69
50,130,5,57
1113,30,2,14
1513,392,7,77
866,52,5,96
1026,34,3,39
434,513,7,31
1337,170,1,87
1368,422,9,57
1506,391,5,118
1596,422,2,93
1626,228,3,62
1374,49,8,36
129,168,2,34
1521,522,3,77
1336,391,8,34
293,516,7,28
1244,227,7,79
754,130,10,118
1469,3,2,78
1476,400,5,92
538,97,2,58
1023,339,9,31
159,463,7,32
207,355,9,26
126,524,1,102
1635,184,7,68
110,515,10,94
647,41,4,42
82,355,1,38
733,8,6,71
70,178,4,95
181,456,2,86
1993,200,1,63
1795,524,3,32
1605,45,3,58
491,326,2,53
1365,304,6,28
1655,523,5,47
361,469,5,62
320,511,9,90
1913,348,3,112
655,54,7,44
566,430,4,50
1269,310,6,11
519,352,7,118
